"Project ID","Compliance Program ID","Cooperative/ Aggregate ID","Project Developer","Project Owner","Project Name","Offset Project Operator","Authorized Project Designee","Verification Body","Project Type","Status","Compliance Program Status","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","SDG Impact","Project Notes","Total Number of Offset Credits Registered ","Project Listed Date","Project Registered Date","Documents","Data","Project Website",
"CAR418","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","Scenic View Dairy I","TerraPass, Inc.","None","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Fennville","MICHIGAN","US","","","","90567","04/17/2009","11/16/2009","View","View","",
"CAR1035","CALS5040","","3Degrees Group, Inc","3Degrees Group, Inc","Scenic View Dairy Methane Reduction Project","Scenic View Dairy, LLC","3Degrees Group, Inc","","Livestock - ARB Compliance","Completed","Terminated","Fennville","MICHIGAN","US","","","Reported under CAR418 prior to transition to the ARB Compliance Offset Protocol","161083","01/15/2014","10/08/2015","View","View","",
"CAR1405","CAFR6405","","Sierra Pacific Industries","Sierra Pacific Industries","Schaads","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Completed","Proposed Project","Calaveras County","CALIFORNIA","US","","","Combined into CAR1409 moving forward","","08/17/2020","","View","View","",
"CAR873","N/A","","ClimeCo LLC","ClimeCo LLC","Sevier Solid Waste OWC Project","","","","Organic Waste Composting","Completed","Not ARB or WA ECO Eligible","Sevier County","TENNESSEE","US","","","","","08/11/2011","","View","View","",
"CAR1442","CAFR6442","","Shasta Cascade Timberlands LLC","Shasta Cascade Timberlands LLC","Shasta Cascade Timberlands Forest Carbon Project","Shasta Cascade Timberlands LLC","None","SCS Global Services","Improved Forest Management - ARB Compliance","Registered","Active Registry Project","Trinity, Shasta and Siskiyou Counties; Near Redding","CALIFORNIA","US","","","","526983","09/02/2020","07/31/2024","View","View","",
"CAR2058","CAMM5807","","Keyrock Energy, LLC","Keyrock Energy, LLC","Shoal Creek Mine Methane Incineration Project","Keyrock Energy, LLC","None","First Environment of California, Inc.","Mine Methane Capture - ARB Compliance","Registered","Active ARB Project","Northport","ALABAMA","US","","","","71264","01/02/2025","06/12/2025","View","View","",
"CAR1162","CAFR5162","","Northeast Wilderness Trust","Northeast Wilderness Trust","SIG Carbon - Northeast Wilderness Trust - Alder Stream Preserve","Northeast Wilderness Trust","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Piscataquis County","MAINE","US","","","Reported under CAR655 prior to transition to the ARB Compliance Offset Protocol","11029","02/26/2015","03/08/2019","View","View","www.sigcarbon.com",
"CAR1161","CAFR5161","","Northeast Wilderness Trust","Northeast Wilderness Trust","SIG Carbon� Northeast Wilderness Trust � Howland Research Forest","Northeast Wilderness Trust","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Penobscot County","MAINE","US","","","","13925","02/26/2015","03/08/2019","View","View","www.sigcarbon.com",
"CAR462","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","Sioux Falls Regional Sanitary Landfill","","","Agri-Waste Technology, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Minnehaha County","SOUTH DAKOTA","US","","","","771672","06/12/2009","12/18/2009","View","View","www.terrapass.com",
"CAR2166","CALS7166","","California Bioenergy, LLC","California Bioenergy, LLC","Skyline Oakbend Biogas LLC","Skyline Oakbend Biogas LLC","California Bioenergy LLC","","Livestock - ARB Compliance","Listed","Proposed Project","Tulare","CALIFORNIA","US","","","","","12/30/2025","","View","View","https://calbioenergy.com/",
"CAR1981","N/A","","Carbon Yield INC","Carbon Yield INC","SLM V1","","","","Soil Enrichment","Completed","Not ARB or WA ECO Eligible","IN, IL, OH, MI","ILLINOIS","US","","","","","02/07/2025","","View","View","carbon-yield.com",
"CAR2259","N/A","","The Climate Trust","Smoky Y Ranch, Inc.","Smoky Y Ranch Avoided Grassland Conversion","","","","Avoided Grassland Conversion","Listed","Not ARB or WA ECO Eligible","Logan County","KANSAS","US","","","","","02/12/2026","","View","View","",
"CAR2025","N/A","CARC1980","ASOCIACI�N DE SILVICULTORES DE LA REGI�N FORESTAL PACHUCA Y TULANCINGO, A.C.","FRACC. 4 SAN JOSE EL MANANTIAL","SnJoseManantial4 - ASRTulancingo 2F","","","","Forestry - MX","Listed","Not ARB or WA ECO Eligible","TLAXCO, TLAXCALA","HIDALGO","MX","","","","","02/20/2026","","View","View","https://www.forestradeco2.com/",
"CAR1579","CAFR6579","","Sierra Pacific Industries","Sierra Pacific Industries","Sonora","Sierra Pacific Industries","None","SCS Global Services","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Tuolumne County and Calaveras County","CALIFORNIA","US","","","","301742","06/23/2022","05/22/2024","View","View","",
"CAR400","N/A","","Anew Environmental, LLC","Anew Environmental, LLC","South Jordan Landfill Gas Destruction Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","South Jordan","UTAH","US","","","Project reached its NMOC threshold, moved project to completed.","2053918","06/25/2009","05/26/2010","View","View","",
"CAR443","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","South Kent Landfill Gas to Energy Project","","","OmnexFuturepast","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Byron Center, Kent County, Mi","MICHIGAN","US","","3. Good Health and Well-Being;9. Industry, Innovation and Infrastructure;13. Climate Action","","1530509","05/01/2009","09/28/2011","View","View","",
"CAR2048","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","South Texas Community Cleanup Biochar Project","","","","Biochar","Listed","Not ARB or WA ECO Eligible","Edcouch","TEXAS","US","","","","","03/26/2025","","View","View","",
"CAR1118","CAFR5118","","Sierra Pacific Industries","Sierra Pacific Industries","South Trinity Divide","Sierra Pacific Industries","None","SCS Global Services","Improved Forest Management - ARB Compliance","Completed","Inactive","In Trinity and Shasta Counties west of Redding","CALIFORNIA","US","","","","","01/21/2015","","View","View","",
"CAR2282","CAMM7282","","Keyrock Environment,LLC","Keyrock Environment,LLC","South Wabash","Keyrock Environment LLC","None","","Mine Methane Capture - ARB Compliance","Listed","Proposed Project","Princeton, IN","INDIANA","US","","","","","03/12/2026","","View","View","none",
"CAR806","N/A","","Solar & Renewables Management, LLC","Solar & Renewables Management, LLC","Southern Generation","","","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Maricopa County","ARIZONA","US","","","Transitioned to the ARB Compliance Offset Protocol as CAR1078","11606","02/10/2011","05/05/2012","View","View","n/a",
"CAR2042","CALS7042","","California Bioenergy, LLC","California Bioenergy, LLC","Southpoint Biogas LLC","Southpoint Biogas LLC","California Bioenergy LLC","","Livestock - ARB Compliance","Registered","Proposed Project","Kings County","CALIFORNIA","US","","","","5209","02/21/2025","12/23/2025","View","View","https://calbioenergy.com/",
"CAR481","N/A","","East Texas Renewables, LLC","East Texas Renewables, LLC","Southtex Greenwood Farms","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Tyler, TX; Smith County","TEXAS","US","","","","481296","09/08/2009","03/05/2010","View","View","",
"CAR2103","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","Southwest Biochar - AZ","","","","Biochar","Listed","Not ARB or WA ECO Eligible","Apache County, Eagar, Arizona","ARIZONA","US","","","","","03/12/2025","","View","View","",
"CAR1163","CAFR5163","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #1","Sierra Pacific Industries","none","SCS Global Services","Reforestation - ARB Compliance","Completed","Inactive","Lassen, Plumas and Shasta Counties","CALIFORNIA","US","","","","","03/02/2015","","View","View","",
"CAR1164","CAFR5164","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #2","Sierra Pacific Industries","none","","Reforestation - ARB Compliance","Completed","Inactive","Butte, Calaveras, Lassen, Placer, Plumas, Shasta, Trinity and Toulumne Counties","CALIFORNIA","US","","","","","03/02/2015","04/01/2019","View","View","",
"CAR1040","N/A","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #2","Sierra Pacific Industries","","","Reforestation","Completed","Not ARB or WA ECO Eligible","Butte, Calaveras, Lassen, Placer, Plumas, Shasta, Trinity and Toulumne Counties","CALIFORNIA","US","","","","","12/27/2013","03/27/2019","View","View","",
"CAR1165","CAFR5165","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #3","Sierra Pacific Industries","none","","Reforestation - ARB Compliance","Completed","Inactive","Claveras, El Dorado, Lassen, Shasta, and Toulumne Counties","CALIFORNIA","US","","","","","03/02/2015","03/27/2019","View","View","",
"CAR1042","N/A","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #3","Sierra Pacific Industries","","","Reforestation","Completed","Not ARB or WA ECO Eligible","Calaveras, El Dorado, Lassen, Shasta, and Toulumne Counties","CALIFORNIA","US","","","","","12/27/2013","03/27/2019","View","View","",
"CAR1166","CAFR5166","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #4","Sierra Pacific Industries","none","SCS Global Services","Reforestation - ARB Compliance","Completed","Inactive","Butte, Calaveras, and Shasta counties","CALIFORNIA","US","","","","","03/02/2015","","View","View","",
"CAR1167","CAFR5167","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #5","Sierra Pacific Industries","none","","Reforestation - ARB Compliance","Completed","Inactive","Amador, Butte, El Dorado, and Tuolumne Counties","CALIFORNIA","US","","","","","03/02/2015","04/01/2019","View","View","",
"CAR1044","N/A","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #5","Sierra Pacific Industries","","","Reforestation","Completed","Not ARB or WA ECO Eligible","Amador, Butte, El Dorado, and Tuolumne Counties","CALIFORNIA","US","","","","","12/27/2013","03/27/2019","View","View","",
"CAR1168","CAFR5168","","Sierra Pacific Industries","Sierra Pacific Industries","SPI Wildfire Reforestation Project #6","Sierra Pacific Indiustries","none","SCS Global Services","Reforestation - ARB Compliance","Completed","Inactive","Shasta County","CALIFORNIA","US","","","","","03/02/2015","","View","View","",
"CAR1184","CALS5284","","ClimeCo LLC","ClimeCo LLC","Spruce Haven Farm COP","ClimeCo Corporation","None","Agri-Waste Technology, Inc.","Livestock - ARB Compliance","Completed","Terminated","Cayuga County, New York, USA","NEW YORK","US","","","","49414","11/20/2015","03/08/2017","View","View","",
"CAR432","N/A","","Trinity Carbon Management LLC","Trinity Carbon Management LLC","St. Landry Parish Sanitary Landfill","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Washington","LOUISIANA","US","","","","214735","01/22/2009","12/30/2010","View","View","",
"CAR2020","N/A","CARC1980","ASOCIACI�N DE SILVICULTORES DE LA REGI�N FORESTAL PACHUCA Y TULANCINGO, A.C.","EJIDO SANTA MARIA NATIVITAS","Sta. Maria Nativitas - ASRTulancingo 2F","","","","Forestry - MX","Listed","Not ARB or WA ECO Eligible","SANTA MARIA NATIVITAS, CUAUTEPEC DE  HINOJOSA","HIDALGO","MX","","","","","02/20/2026","","View","View","https://www.forestradeco2.com/",
"CAR452","N/A","","Steuben County","Steuben County","Steuben County Landfill Gas Flaring project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Bath","NEW YORK","US","","","","407257","07/09/2009","02/25/2010","View","View","www.steubencony.org",
"CAR514","N/A","","Republic Services Alliance Group II, Inc.","Republic Services Alliance Group II, Inc.","Stillwater Sanitary Landfill","","","Agri-Waste Technology, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Stillwater","OKLAHOMA","US","","","","253546","11/10/2009","09/30/2010","View","View","",
"CAR1734","N/A","","Stonehorse Land Company, LLC.","Stonehorse Land Company, LLC.","Stonehorse One IFM Project","Border Crossing Corp.","None","","Improved Forest Management","Completed","Not ARB or WA ECO Eligible","Burnsville, Braxton County","WEST VIRGINIA","US","","","","","03/13/2023","","View","View","www.bordercrossingcarbon.com",
"CAR588","N/A","","Sustainable Energy Solutions LLC","Sustainable Energy Solutions LLC","Stones Throw Landfill","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Near Tallassee in Elmore County","ALABAMA","US","","","","514157","02/11/2010","03/09/2011","View","View","",
"CAR1145","CALS5175","","Camco Offsets I, LLC","Camco Offsets I, LLC","Storms Hog Power, LLC","Storms Hog Power Partners, LLC","Camco Offsets I, LLC","","Livestock - ARB Compliance","Registered","Active ARB Project","580 Storms Farm Lane, Bladenboro, NC 28320","NORTH CAROLINA","US","","","","122691","02/27/2015","04/21/2016","View","View","",
"CAR1014","N/A","","Camco International Group, Inc.","Camco International Group, Inc.","Storms Hog Power, LLC","Camco International Group, Inc.","","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Bladenboro","NORTH CAROLINA","US","","","","17339","10/15/2013","02/24/2015","View","View","",
"CAR1078","CALS5077","","Solar & Renewables Management, LLC","Solar & Renewables Management, LLC","Stotz Southern Generation","Solar & Renewables Management, LLC","None","","Livestock - ARB Compliance","Completed","Terminated","Buckeye, Arizona","ARIZONA","US","","","Reported under CAR804 prior to transition to the ARB Compliance Offset Protocol","117648","07/14/2014","05/11/2015","View","View","",
"CAR844","N/A","","City of Walla Walla","City of Walla Walla","Sudbury Road Landfill Gas Destruction Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Walla Walla","WASHINGTON","US","","","","132602","07/25/2011","01/21/2014","View","View","",
"CAR843","N/A","","Sunny Farms Landfill, LLC","Sunny Farms Landfill, LLC","Sunny Farms Landfill, LLC","","","TUV SUD America, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Seneca County; Fostoria; near Toledo","OHIO","US","","","","92249","08/04/2011","01/31/2014","View","View","",
"CAR490","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","Sunny Knoll Farms","TerraPass, Inc.","None","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Wyoming County","NEW YORK","US","","","","19402","09/03/2009","01/03/2013","View","View","www.rcminternationalllc.com",
"CAR1033","CALS5042","","3Degrees Group, Inc","3Degrees Group, Inc","Sunny Knoll Farms Anaerobic Digester","Sunny Knoll Farms","3Degrees Group, Inc","","Livestock - ARB Compliance","Completed","Completed","Near Rochester, NY","NEW YORK","US","","","Reported under CAR490 prior to transition to the ARB Compliance Offset Protocol","31087","02/10/2014","07/31/2014","View","View","",
"CAR1138","CALS5145","","ClimeCo LLC","ClimeCo LLC","Sunnyside Farms COP","ClimeCo Corporation","None","Agri-Waste Technology, Inc.","Livestock - ARB Compliance","Completed","Terminated","2231 Indian Field Rd, Scipio Center, NY 13147; Cayuga County","NEW YORK","US","","","","288742","02/12/2015","12/22/2017","View","View","",
"CAR606","N/A","","Environmental Credit Corp.","Environmental Credit Corp.","Sunnyside Farms Inc","","","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Cayuga County","NEW YORK","US","","","","34436","04/02/2010","07/08/2015","View","View","",
"CAR911","N/A","","Barnabas Investment Group, LLC","Barnabas Investment Group, LLC","Surry County Landfill","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Surry County, North Carolina near Mount Airy","NORTH CAROLINA","US","","","","273028","10/04/2012","04/03/2014","View","View","",
"CAR1067","CAFR5063","","Sustainable Mountain Center, LLC","Sustainable Mountain Center, LLC","Sustainable Mountain IFM","Sustainable Mountain Center, LLC","None","","Improved Forest Management - ARB Compliance","Completed","Terminated","Humboldt County, CA (near Willow Creek)","CALIFORNIA","US","","","Reported under CAR1004 prior to transition to the ARB Compliance Offset Protocol","4343","05/07/2014","10/31/2014","View","View","",
"CAR1406","CAFR6406","","Sierra Pacific Industries","Sierra Pacific Industries","Swamp","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Completed","Proposed Project","Calaveras County","CALIFORNIA","US","","","Combined into CAR1409 moving forward","","08/17/2020","","View","View","",
"CAR1283","CALS5325","","Camco Offsets I, LLC","Camco Offsets I, LLC","Swiss Valley Farms","Swiss Valley Farms, LLC","Camco Offsets I, LLC","","Livestock - ARB Compliance","Completed","Terminated","Warsaw, NY","NEW YORK","US","","","","13364","10/05/2017","04/02/2019","View","View","",
"CAR957","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","Synergy Biogas, LLC","Camco International Group, Inc.","","Agri-Waste Technology, Inc.","Livestock Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Wyoming, NY","NEW YORK","US","","7. Affordable and Clean Energy;13. Climate Action","","24670","03/29/2012","09/04/2014","View","View","",
"CAR1055","CALS5044","","ClimeCo LLC","ClimeCo LLC","T&M Bos Dairy","ClimeCo Corporation","None","","Livestock - ARB Compliance","Completed","Terminated","Fair Oaks, Indiana","INDIANA","US","","","Missed OPDR deadline","66331","02/19/2014","01/14/2015","View","View","",
"CAR1056","CALS5045","","ClimeCo LLC","ClimeCo LLC","T&M Herrema Dairy","ClimeCo Corporation","None","","Livestock - ARB Compliance","Completed","Terminated","Fair Oaks, Indiana","INDIANA","US","","","Missed OPDR deadline","64763","02/19/2014","01/21/2015","View","View","",
"CAR1057","CALS5046","","ClimeCo LLC","ClimeCo LLC","T&M Hidden View Dairy","ClimeCo Corporation","None","","Livestock - ARB Compliance","Completed","Terminated","Rensselaer, Indiana","INDIANA","US","","","Missed OPDR deadline","87149","02/19/2014","01/07/2015","View","View","",
"CAR1058","CALS5047","","ClimeCo LLC","ClimeCo LLC","T&M Windy Ridge Dairy","ClimeCo Corporation","None","","Livestock - ARB Compliance","Completed","Terminated","Fair Oaks, Indiana","INDIANA","US","","","","129777","02/19/2014","01/09/2015","View","View","",
"CAR2079","CAFR7079","","Sierra Pacific Industries","Sierra Pacific Industries","Tahoe Soper","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Listed","Proposed Project","Butte, Nevada, Placer, Plumas, Sierra, and Yuba Counties","CALIFORNIA","US","","","","","01/30/2025","","View","View","",
"CAR1119","CAFR5119","","Sierra Pacific Industries","Sierra Pacific Industries","Tahoe Westcentral","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Completed","Inactive","In Nevada and Sierra Counties north east of Marysville","CALIFORNIA","US","","","","","01/21/2015","","View","View","",
"CAR817","N/A","","Tangipahoa Parish Government","Tangipahoa Parish Government","Tangipahoa GHG Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Independence, Tangipahoa Parish","LOUISIANA","US","","","","217793","03/31/2011","09/16/2013","View","View","http://www.tangipahoa.org/",
"CAR1336","CAFR6336","","Twin Creeks Timber, LLC","Twin Creeks Timber, LLC","TCT Birmingham IFM Project","Twin Creeks Timber LLC","None","S&A Carbon, LLC","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Bibb,Jefferson,Shelby,Tuscaloosa, Walker Counties","ALABAMA","US","","","","1059170","05/02/2019","12/11/2019","View","View","",
"CAR1359","N/A","CARC1519","ASOCIACI�N DE SILVICULTORES DE LA REGI�N FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido Tecocomulco","Tecocomulco - ASRTulancingo","","","Asociacion de Normalizacion y Certificacion, S.A. de C.V.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Cuautepec;Tecocomulco de Juarez","HIDALGO","MX","","","","1528","06/25/2019","02/25/2021","View","View","",
"CAR2022","N/A","CARC1980","ASOCIACI�N DE SILVICULTORES DE LA REGI�N FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido Tepeapulco","Tepeapulco-ASRTulancingo 2F","","","","Forestry - MX","Listed","Not ARB or WA ECO Eligible","EJIDO TEPEAPULCO, TEPEAPULCO","HIDALGO","MX","","","","","02/20/2026","","View","View","https://www.forestradeco2.com/",
"CAR766","N/A","","Terra Nitrogen, Limited Partnership","Terra Nitrogen, Limited Partnership","Terra Verdigris #2","","","","Nitric Acid N2O- Secondary Catalyst","Completed","Not ARB or WA ECO Eligible","Claremore, OK: near Tulsa","OKLAHOMA","US","","","","3090965","07/27/2010","12/16/2010","View","View","",
"CAR768","N/A","","CF Industries Nitrogen, LLC","CF Industries Nitrogen, LLC","Terra Yazoo City  # 9, Nitrous Oxide Abatement Project","","","","Nitric Acid N2O- Secondary Catalyst","Registered","Not ARB or WA ECO Eligible","Yazoo City, MS","MISSISSIPPI","US","","","","2966926","07/26/2010","01/29/2011","View","View","",
"CAR2023","N/A","CARC1980","ASOCIACI�N DE SILVICULTORES DE LA REGI�N FORESTAL PACHUCA Y TULANCINGO, A.C.","EJIDO TEXCALTITLA","Texcaltitla-ASRTulancingo 2F","","","","Forestry - MX","Listed","Not ARB or WA ECO Eligible","TEXCALTITLA, SINGUILUCAN","HIDALGO","MX","","","","","02/20/2026","","View","View","https://www.forestradeco2.com/",
"CAR593","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","The B6 Dairy Farm BioFactory(R) Project","","","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Gooding, Idaho","IDAHO","US","","","","299360","02/24/2012","06/20/2014","View","View","",
"CAR505","N/A","","CA Department of Parks and Recreation","CA Department of Parks and Recreation","The Cuyamaca Rancho State Park (CRSP) Reforestation Project","","","","Reforestation","Registered","Not ARB or WA ECO Eligible","San Diego County","CALIFORNIA","US","","","","","10/30/2009","10/11/2012","View","View","",
"CAR434","N/A","","Denton Power, LLC","Denton Power, LLC","The Denton Landfill Gas Destruction Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Denton Municipal Landfill","TEXAS","US","","","","296679","02/23/2009","07/01/2009","View","View","www.dtebe.com",
"CAR402","N/A","","Camco International Group, Inc.","Camco International Group, Inc.","The Dry Creek Dairy BioFactory� Project","Camco International Group, Inc.","","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Hansen","IDAHO","US","","","","151565","10/02/2008","07/13/2010","View","View","",
"CAR485","N/A","","Greenbrier Clean Energy LLC","Greenbrier Clean Energy LLC","The Greenbrier Landfill Project","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Lewisburg, West Virginia","WEST VIRGINIA","US","","","Project moved to completed per PD request","39909","08/27/2009","04/13/2010","View","View","",
"CAR1393","CAFR6393","","The Nature Conservancy","The Nature Conservancy","The Nature Conservancy Warm Springs IFM Carbon Project","The Nature Conservancy","None","","Improved Forest Management - ARB Compliance","Completed","Inactive","Bath County, Virginia, near Warm Springs","VIRGINIA","US","","","","","02/12/2020","","View","View","nature.org",
"CAR101","N/A","","Fred M Van Eck Forest Foundation for Purdue University","Fred M Van Eck Forest Foundation for Purdue University","The van Eck Forest","","","","Conservation-Based Forest Management","Transitioned","Not ARB or WA ECO Eligible","Humboldt County","CALIFORNIA","US","","","","520234","09/05/2007","12/23/2008","View","View","",
"CAR1009","N/A","","TMF Biofuels, LLC","TMF Biofuels, LLC","Threemile Canyon Farm Digester Project","TMF Biofuels LLC","None","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Morrow County: Near Boardman","OREGON","US","","","","107781","08/29/2013","12/31/2015","View","View","",
"CAR1386","CAFR6386","","Sierra Pacific Industries","Sierra Pacific Industries","Tiger 2019","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Completed","","Redding","CALIFORNIA","US","","","Combined into CAR1409 moving forward","","10/29/2019","","View","View","",
"CAR1169","CALS5169","","TMF Biofuels, LLC","TMF Biofuels, LLC","TMF Biofuels Dairy Digester","WOF PNW Threemile Project LLC","None","","Livestock - ARB Compliance","Completed","Terminated","Boardman, Oregon","OREGON","US","","","","238326","03/03/2015","02/21/2017","View","View","",
"CAR580","N/A","","Sacramento Municipal Utility District (SMUD)","Sacramento Municipal Utility District (SMUD)","Tollenaar Holsteins Dairy Manure Anaerobic Digester","","","LRQA  Americas Sustainability, Inc. (Formerly RMA)","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Sacramento County","CALIFORNIA","US","","","","3691","02/25/2010","02/15/2013","View","View","",
"CAR2162","CALS7162","","California Bioenergy, LLC","California Bioenergy, LLC","Top O' The Morn Farms Biogas LLC","Top O' The Morn Farms Biogas LLC","California Bioenergy LLC","","Livestock - ARB Compliance","Listed","Proposed Project","Tulare","CALIFORNIA","US","","","","","12/22/2025","","View","View","https://calbioenergy.com/",
"CAR2153","ECYOD2153","","Tradewater LLC","Tradewater LLC","Tradewater ODS 62","Tradewater, LLC","None","","Ozone Depleting Substances - U.S. - WA ECO Compliance","Registered","Active Ecology Project","East Liverpool","OHIO","US","","","","315246","07/17/2025","10/03/2025","View","View","",
"CAR2152","ECYOD2152","","Tradewater LLC","Tradewater LLC","Tradewater ODS 63","Tradewater, LLC","None","","Ozone Depleting Substances - U.S. - WA ECO Compliance","Registered","Active Ecology Project","East Liverpool","OHIO","US","","","","138000","07/17/2025","09/19/2025","View","View","",
"CAR2157","ECYOD2157","","Tradewater LLC","Tradewater LLC","Tradewater ODS 64","Tradewater, LLC","None","","Ozone Depleting Substances - U.S. - WA ECO Compliance","Registered","Active Ecology Project","East Liverpool","OHIO","US","","","","51771","07/29/2025","10/27/2025","View","View","https://tradewater.co/",
"CAR2211","ECYOD2211","","Tradewater LLC","Tradewater LLC","Tradewater ODS 65","Tradewater, LLC","None","","Ozone Depleting Substances - U.S. - WA ECO Compliance","Registered","Active Registry Project","Bowling Green","OHIO","US","","","","39953","10/06/2025","12/15/2025","View","View","https://tradewater.co/",
"CAR2257","ECYOD2257","","Tradewater LLC","Tradewater LLC","Tradewater ODS 66","Tradewater, LLC","None","","Ozone Depleting Substances - U.S. - WA ECO Compliance","Registered","Active Registry Project","East Liverpool","OHIO","US","","","","87092","11/13/2025","02/11/2026","View","View","https://tradewater.co/",
"CAR2283","ECYOD2283","","Tradewater LLC","Tradewater LLC","Tradewater ODS 67","Tradewater, LLC","None","Dillon Consulting","Ozone Depleting Substances - U.S. - WA ECO Compliance","Listed","Proposed Project","East Liverpool","OHIO","US","","","","","03/16/2026","","View","View","https://tradewater.co/",
"CAR1844","N/A","","Vision RNG LLC","Vision RNG LLC","Tri Cities VA Landfill","","","","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Petersburg","VIRGINIA","US","","13. Climate Action","","15151","10/09/2023","01/12/2026","View","View","",
"CAR448","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","Tri-Community Recycling and Sanitary Landfill","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Fort Fairfield, ME","MAINE","US","","","","4091","05/18/2009","10/06/2011","View","View","",
"CAR2136","CAFR7136","","Baldwin, Blomstrom, Wilkinson and Associates, Inc.","Baldwin, Blomstrom, Wilkinson and Associates, Inc.","Trinity Timberlands Improved Forest Management Project","Trinity Timberlands, LLC","Baldwin, Blomstrom, Wilkinson and Associates, Inc","","Improved Forest Management - ARB Compliance","Listed","Proposed Project","Trinity County","CALIFORNIA","US","","","","","08/26/2025","","View","View","",
"CAR1046","CAFR5076","","Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.","Trinity Timberlands University Hill Improved Forest Management Project","Trinity Timberlands LLC","Forest Carbon Partners, L.P.","","Improved Forest Management - ARB Compliance","Completed","Terminated","Trinity County","CALIFORNIA","US","","","Project terminated due to an unintentional reversal","847895","07/09/2014","04/30/2015","View","View","www.forestcarbonpartners.com",
"CAR491","N/A","","Three Rivers Solid Waste Management Authority","Three Rivers Solid Waste Management Authority","TRR Landfill","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","pontotoc county near the city of pontotoc","MISSISSIPPI","US","","13. Climate Action","","405911","01/15/2010","01/03/2011","View","View","",
