"Program","Project ID","Project Name","Proponents","Authorized Representative Organization Name","Sectoral Scope","PUBLIC_VIEW_REPORTS_PROJECTS.pubReportsProjectsList.AFOLUActivities","Methodology","Estimated Average Annual Emission Reductions and Carbon Dioxide Removals","Sustainable Development Contributions","Validator","Region","Country","State/Province","Estimated Project Start Date","Crediting Period Duration Start Date","Crediting Period Duration End Date","Crediting Period Term","Project Registration Date","Status"
"Verified Carbon Standard","689","Reforestation of degraded land in Chhattisgarh, India","Prakash Industries Limited","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0002 (Version NA)","5007","","TÜV NORD CERT GmbH","Asia","India","Chattishgarh","15 Jun 2002","15 Jun 2002","14 Jun 2066","1","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","3419","Reforestation of degraded land in Spain","Land Life Company B.V. (PP)","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version NA)","1245","","TÜV NORD CERT GmbH","Europe","Spain","Spain","01 Nov 2020","01 Nov 2020","31 Oct 2120","1","11 May 2026","Registered"
"Verified Carbon Standard","2401","Reforestation of Degraded Lands in Sierra Leone","Miro Forestry Developments Limited","","Agriculture Forestry and Other Land Use","ARR","AR-AM0003 (Version NA)","126297","","AENOR CONFIA, S.A. (UNIPERSONAL)","Africa","Sierra Leone","Tonkolili and Port Loko Districts","16 May 2016","16 May 2016","15 May 2046","1","23 Dec 2021","Verification approval requested"
"Verified Carbon Standard","886","Reforestation of degraded lands in the Valle California of Patagonia, Chile","Agrícola y Forestal SNP Ltda","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0001 (Version NA)","1193","","Aster Global Environmental Solutions Inc.","Latin America","Chile","Palena Province in Region X","30 Apr 2010","30 Apr 2010","29 Apr 2090","1","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","6047","REFORESTATION OF GRAZING LANDS HACIENDA EL MANANTIAL IN PUERTO LÓPEZ, COLOMBIA","Novartis de Colombia S.A","","Agriculture Forestry and Other Land Use","ARR","VM0047 (Version NA)","28068","","Preferred by Nature","Latin America","Colombia","Meta","16 Jun 2014","16 Jun 2014","15 Jun 2054","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","3877","Reforestation of land for multiple uses","Lacan Investimentos e Participações Ltda","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version NA)","29719","","","Latin America","Brazil","Mato Grosso","15 Jan 2020","15 Jan 2020","14 Jan 2055","1","","Registration requested"
"Verified Carbon Standard","4720","Reforestation of Lands for Multiple Purposes as a Sustainable Development Driver","Klabin SA (PP)","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version 2)","5403","","EcoLance Private Limited","Latin America","Brazil","Paraná and Santa Catarina","19 Nov 2020","19 Nov 2020","18 Nov 2050","1","","Registration requested"
"Verified Carbon Standard","1397","Reforestation of pasture lands on the Peruvian Northern Andes – “Forestry PRODICOM” Grouped Project","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","ARR","AR-AMS0007 (Version NA)","39551","","Ecocert S.A.","Latin America","Peru","Ancash, Cajamarca and La Libertad Departments","01 Mar 2015","01 Mar 2015","28 Feb 2050","1","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","658","Reforestation of pastures in Campo Verde with native species, Pucallpa, Peru","Bosques Amazónicos S.A.","","Agriculture Forestry and Other Land Use","ARR","AR-AM0003 (Version NA)","5600","","Tuev Sued Industrie Service GmbH (Tuev Sued)","Latin America","Peru","Coronel Portillo Province, Ucayali Region","23 Dec 2007","23 Dec 2007","22 Dec 2017","1","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","687","Reforestation of pastures in Sociedad Agrícola de Interés Social “José Carlos Mariátegui” - Joven Forestal Project, Perú","SAIS José Carlos Mariategui","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0001 (Version NA)","31737","","Colombian Institute for Technical Standards and Certification (ICONTEC)","Latin America","Peru","province and department of Cajamarca","18 Mar 2008","20 Mar 2008","19 Mar 2018","1","26 Sep 2011","Late to Verify"
"Verified Carbon Standard","2959","Reforestation Project in Meghalaya by Shillong Bamboo","Shillong Bamboo","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version 2)","100000","","","Asia","India","Meghalaya","01 Jul 2017","01 Jul 2017","30 Jun 2037","1","","Withdrawn"
"Verified Carbon Standard","5403","Reforestation Project in Northern Argentina","Vista Energy Argentina SAU (PP)","","Agriculture Forestry and Other Land Use","ARR","VM0047 (Version 1)","82934","","Colombian Institute for Technical Standards and Certification (ICONTEC)","Latin America","Argentina","Province of Formosa","31 Jul 2024","31 Jul 2024","30 Jul 2060","1","","Registration requested"
"Verified Carbon Standard","1361","Reforestation Project in Qinghai Province 2012","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","ARR","ACM0003 (Version 2)","6708","","TÜV NORD CERT GmbH","Asia","Mainland China","Qinghai Province","01 Apr 2012","01 Apr 2012","31 Mar 2042","1","25 Jun 2015","Registered"
"Verified Carbon Standard","1332","Reforestation Project in Yingjing County, Sichuan Province","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","ARR","ACM0003 (Version 2)","3365","","TÜV NORD CERT GmbH","Asia","Mainland China","Sichuan Province","01 Apr 2011","01 Apr 2011","31 Mar 2041","1","22 Oct 2014","Registered"
"Verified Carbon Standard","5197","Reforestation through biodiverse Agroforestry Systems in the Amazon (Roraima State)","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","ARR","VM0047 (Version NA)","143629","","Colombian Institute for Technical Standards and Certification (ICONTEC)","Latin America","Brazil","","13 Jul 2023","13 Jul 2023","12 Jul 2063","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","1080","Reforestation with Native Species in the Pachijal and Mira River Watersheds for Carbon Retention","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","ARR","AR-AMS0007 (Version NA)","6973","","Rainforest Alliance, Inc. (Rainforest Alliance)","Latin America","Ecuador","Imbabura and Pichincha Provinces","01 Nov 2011","01 Nov 2011","31 Oct 2041","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","1233","Reforestation with Rubber on degraded lands of Colombia","NACOBENA SAS (PP)","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version NA)","38946","","Colombian Institute for Technical Standards and Certification (ICONTEC)","Latin America","Colombia","Colombian Orinoco","20 Dec 2010","20 Dec 2011","19 Dec 2046","1","26 Aug 2020","Withdrawn"
"Verified Carbon Standard","1740","Reforestation with Teak  CO2e TEAKMEX","Agropecuaria Santa Genoveva S.A.P.I. de C.V","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version NA)","25329","","AENOR CONFIA, S.A. (UNIPERSONAL)","Latin America","Mexico","Tabasco","30 Jun 2013","30 Jun 2013","29 Jun 2049","1","27 Aug 2018","Registered"
"Verified Carbon Standard","3166","ReforesTerra Grouped Project","ReforesTerra – Restauração de Ecossistemas Florestais Ltda","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version NA)","24516","","EPIC Sustainability Services Private Limited","Latin America","Brazil","State of Rondônia","13 Jan 2023","13 Jan 2023","12 Jan 2053","1","27 May 2025","Registered"
"Verified Carbon Standard","5563","Reforesting and Restoring the Guinean Forest-Savanna Ecoregion of Ghana for Sustainable Prosperity","Tree Global (PP)","","Agriculture Forestry and Other Land Use","ARR","VM0047 (Version NA)","237765","","","Africa","Ghana","Bono East Region","12 Jan 2026","12 Jan 2026","11 Jan 2076","1","","Pipeline listing requested (under development)"
"Verified Carbon Standard","1055","Reforesting Degraded Lands in Chile through the use of Mycorrhizal Inoculation","Mikro-Tek Inc.","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version NA)","16864","","Aster Global Environmental Solutions Inc.","Latin America","Chile","Regions RM, V, VI, VII, VIII","01 Jun 2003","01 Jun 2003","31 May 2043","1","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","5288","Reforesting Reclaimed Appalachian Mine Lands","Living Carbon PBC (PP)","","Agriculture Forestry and Other Land Use","ARR","VM0047 (Version NA)","200000","","","North America","United States of America","OH","10 May 2023","10 May 2023","09 May 2063","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","4453","Regenerate Outcomes Farming Project","Regenerate Outcomes Ltd. (PP)","","Agriculture Forestry and Other Land Use, Livestock, enteric fermentation, and manure management","ALM","VM0042 (Version NA)","1234","","Aster Global Environmental Solutions Inc.","Europe","United Kingdom","All counties of Great Britain","01 Sep 2021","01 Sep 2021","31 Aug 2046","1","22 Apr 2026","Registered"
"Verified Carbon Standard","1682","Regenerating Colombian Coffee Ecosystems","The PURE PROJECT SAS (PP)","","Agriculture Forestry and Other Land Use","ARR","AR-AMS0007 (Version 3.1)","7107","","Ecocert S.A.","Latin America","Colombia","La Sierra; Rosas; La Vega El Peñol; El Tambo","20 Apr 2014","20 Apr 2014","19 Apr 2054","1","04 Jun 2020","Registered"
"Verified Carbon Standard","3019","REGENERATING DEGRADED LANDS IN FLORIDA THROUGH PONGAMIA","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","ARR","AR-AMS0007 (Version NA)","4133","","TÜV SÜD America Inc.","North America","United States of America","FL","15 Jul 2018","16 Jul 2018","15 Jul 2038","1","07 Jan 2026","Registered"
"Verified Carbon Standard","5401","Regenerating Landscapes: Agroforestry Initiative in India","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","ARR","VM0047 (Version NA)","424726","","","Asia","India","Tamil Nadu","19 Dec 2024","19 Dec 2024","18 Dec 2058","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","5399","Regenerating Rajasthan - Climate Aligned Economic Development","MEWAR CLIMATE REGENERATIVE PRIVATE LIMITED (PP)","","Agriculture Forestry and Other Land Use","ARR","VM0047 (Version NA)","223066","","Carbon Check (India) Private Ltd.","Asia","India","Rajasthan","09 Sep 2023","09 Sep 2023","08 Sep 2053","1","","Registration requested"
"Verified Carbon Standard","2726","Regenerating Soil Life with waste management","Ambipar Group (PP)","","Agriculture Forestry and Other Land Use, Waste handling and disposal","ALM","AMS-III.F. (Version NA), VM0021 (Version NA)","40267","","RINA Services S.p.A","Latin America","Brazil","","01 Oct 2020","01 Oct 2020","30 Sep 2040","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","4626","Regeneration Meghalaya","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version NA)","310289","","4K Earth Science Private Limited","Asia","India","Meghalaya","12 Jul 2023","12 Jul 2023","11 Jul 2067","1","17 May 2026","Registered"
"Verified Carbon Standard","5128","Regeneration of the Kunene Highlands Elephant Landscape, Namibia","CC Nature Limited","","Agriculture Forestry and Other Land Use","ALM","VM0032 (Version NA)","800506","","","Africa","Namibia","Kunene, Omusati","16 Dec 2024","16 Dec 2024","15 Dec 2047","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","4579","REGENERATIVE AGRICULTURE AND CARBON PROJECT IN SPAIN","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","ALM","VM0042 (Version NA)","10060","","Earthood Services Limited","Europe","Spain","","28 Jun 2024","28 Jun 2024","27 Jun 2064","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","5615","Regenerative Agriculture and Forestry Technologies (RAFT)","Bridge Carbon NBS Private Limited (PP)","","Agriculture Forestry and Other Land Use","ARR","VM0047 (Version NA)","135668","","","Africa","Malawi","","07 Sep 2023","07 Sep 2023","06 Sep 2053","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","4789","Regenerative Agriculture and Forestry Technologies (RAFT) 1","C-Quest Capital SG Africa Holdings Private Limited (PP)","","Agriculture Forestry and Other Land Use","ALM","VM0042 (Version NA)","400000","","","Africa","Malawi","","01 Oct 2022","01 Oct 2022","30 Sep 2052","1","","Withdrawn"
"Verified Carbon Standard","5807","REGENERATIVE AGRICULTURE CARBON OFFSETTING (RACO) GROUP PROJECT","New Energy Centre Malaysia Sdn Bhd (PP)","","Agriculture Forestry and Other Land Use","ALM","VM0042 (Version NA)","13387","","","Asia","Malaysia","","15 Jul 2024","01 Dec 2025","30 Nov 2045","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","2590","REGENERATIVE AGRICULTURE IN RICE-WHEAT-MAIZE SYSTEM FOR INCOME GENERATION","Grow Indigo Private Ltd (PP)","","Agriculture Forestry and Other Land Use","ALM","VM0042 (Version 1)","4267622","","Earthood Services Limited","Asia","India","","06 May 2019","06 May 2019","05 May 2119","1","14 Jan 2026","Verification approval requested"
"Verified Carbon Standard","4768","REGENERATIVE AGRICULTURE IN THE GANGA-BASIN FOR FARMER INCOME AND CLIMATE IMPACT","Grow Indigo Private Ltd (PP)","","Agriculture Forestry and Other Land Use","ALM","VM0042 (Version NA)","6776","","EcoLance Private Limited","Asia","India","","06 May 2021","06 May 2021","05 May 2041","1","","Registration requested"
"Verified Carbon Standard","5567","Regenerative Agriculture Initiative 'Insoil'","UAB Heavy Carbon (PP)","","Agriculture Forestry and Other Land Use","ALM","VM0042 (Version NA)","533032","","VCS Validation/Verification Body","Europe","Poland","","01 Jun 2022","01 Jun 2022","31 May 2042","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","4306","Regenerative Agriculture with small holder farming communities of Bangladesh","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","ALM","VM0017 (Version 1)","26809","","","Asia","Bangladesh","Bangladesh","11 Jun 2022","11 Jun 2022","10 Jun 2042","1","23 Dec 2025","Registered"
"Verified Carbon Standard","5719","Regenerative Agroforestry for Climate Resilience and Sustainable Livelihoods in India","Society of the upliftment of villagers and development of Himalyan areas (PP)","","Agriculture Forestry and Other Land Use","ARR","VM0047 (Version NA)","347600","","","Asia","India","Haryana, Uttar Pradesh","04 Oct 2024","04 Oct 2024","03 Oct 2044","1","","Pipeline listing requested (under development)"
"Verified Carbon Standard","4176","Regenerative Agroforestry Project Cameroon","Multiple Project Proponents","","Agriculture Forestry and Other Land Use","ARR","AR-ACM0003 (Version 2)","35","","AENOR CONFIA, S.A. (UNIPERSONAL)","Africa","Cameroon","","01 Jan 2023","01 Jan 2023","31 Dec 2062","1","16 Dec 2024","Registered"
"Verified Carbon Standard","4890","Regenerative Development of Anlo Wetlands Project","Terraformation Inc. (PP)","","Agriculture Forestry and Other Land Use","ARR,WRC","VM0033 (Version NA)","17842","","Earthood Services Limited","Africa","Ghana","","13 Aug 2024","13 Aug 2024","12 Aug 2064","1","","Registration requested"
"Verified Carbon Standard","3043","Regenerative Farming in Central Eastern Europe","eAgronom OÜ (PP)","","Agriculture Forestry and Other Land Use","ALM","VM0042 (Version NA)","10000","","","Europe","Poland","","01 Jul 2022","01 Jul 2022","30 Jun 2042","1","","Pipeline listing requested (under development)"
"Verified Carbon Standard","6021","Rehabilitation of Mehmood Booti Dumpsite","Ravi Urban Development Authority","","Waste handling and disposal","","VMR0016 (Version NA)","56304","","","Asia","Pakistan","","01 May 2026","01 May 2026","30 Apr 2036","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","1500","Reis Enerji Grouped HEPP Project","Reis Rs Enerji Elektrik Üretim Sanayi ve Ticaret A.Ş.","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 16)","16518","","RINA Services S.p.A","Middle East","Turkey","Devrek  county","29 Apr 2016","29 Apr 2016","28 Apr 2026","1","28 Dec 2015","Registered"
"Verified Carbon Standard","1817","Reliance Composting Project in Cape Town","Recarbon Ground Trading (Pty) Ltd (PP)","","Waste handling and disposal","","AMS-III.F. (Version 12)","49175","","Carbon Check (Pty) Ltd","Africa","South Africa","Western Cape","01 May 2008","01 May 2018","30 Apr 2028","1","06 Nov 2019","Verification approval requested"
"Verified Carbon Standard","1339","Renencom Afforestation/Reforestation Grouped Project","Renencom (PP)","","Agriculture Forestry and Other Land Use","ARR","AR-AMS0007 (Version NA)","66","","TÜV NORD CERT GmbH","Africa","South Africa","Gauteng","22 Dec 2010","22 Dec 2010","21 Dec 2030","1","23 Feb 2015","Late to Verify"
"Verified Carbon Standard","2031","ReNew Power bundled Wind Project","ReNew Power Limited","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 19)","984764","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","India","Kutch district in Gujarat state","21 Aug 2018","21 Aug 2018","20 Aug 2028","1","","Rejected by Administrator"
"Verified Carbon Standard","4229","RENEW SAKHI - IMPROVED COOKSTOVES - 01","ReNew Power Synergy Private Limited (PP)","","Energy demand","","VMR0006 (Version NA)","2648515","","Carbon Check (India) Private Ltd.","Asia","India","Spread across India, starting from Maharashtra","06 Feb 2023","06 Feb 2023","05 Feb 2030","1","16 Feb 2024","Registered"
"Verified Carbon Standard","5718","RENEW TARU ODISHA","ReNew Power Synergy Private Limited (PP)","","Agriculture Forestry and Other Land Use","ARR","VM0047 (Version NA)","4814","","","Asia","India","Odisha","27 Sep 2024","27 Sep 2024","26 Sep 2064","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","2571","Renewable Electricity Grouped Project in Africa","Multiple Project Proponents","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version 18)","10208","","TÜV NORD CERT GmbH","Africa","Tanzania, United Republic of","Njombe Region","09 Feb 2021","09 Feb 2021","08 Feb 2028","1","09 Nov 2022","Registered"
"Verified Carbon Standard","2263","Renewable Energy based power generation projects in Bangladesh","Multiple Project Proponents","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA), AMS-I.D. (Version NA)","32791","","Earthood Services Limited","Asia","Bangladesh","Cox’s Bazar","15 Sep 2018","15 Sep 2018","14 Sep 2025","1","20 Nov 2020","Late to Verify"
"Verified Carbon Standard","2009","Renewable Energy Generation at Hamira","Enen Green Services Private Limited (PP)","","Energy industries (renewable/non-renewable sources)","","AMS-I.C. (Version NA)","116832","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","India","Punjab","27 May 2011","30 Jun 2015","29 Jun 2025","1","","Rejected by Administrator"
"Verified Carbon Standard","2549","Renewable Energy Grouped Project based on biogas from cattle waste/ agricultural feed stock","EKI Energy Services Limited (PP)","","Energy industries (renewable/non-renewable sources), Waste handling and disposal","","AMS-I.D. (Version NA), AMS-I.F. (Version NA), AMS-III.D. (Version NA)","21602","","RINA Services S.p.A","Asia","India","Madhubani and Munger districts, Bihar state","01 Aug 2019","30 Sep 2020","29 Sep 2027","1","","Rejected by Administrator"
"Verified Carbon Standard","2065","Renewable Energy Power Projects by Atria Power","Multiple Project Proponents","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 19)","314814","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","India","Karnataka","25 Jan 2018","25 Jan 2018","24 Jan 2028","1","17 Apr 2020","Registered"
"Verified Carbon Standard","1418","Renewable Energy Project by LNB Group","LNB Renewable Energy Private Limited","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 16)","29669","","EPIC Sustainability Services Private Limited","Asia","India","Rajasthan and Maharashtra","31 Mar 2013","31 Mar 2023","30 Mar 2033","2","06 Apr 2020","Registered"
"Verified Carbon Standard","1579","Renewable Energy Project in Rajasthan & Maharashtra","LNB Renewable Energy Private Limited","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version 18)","25616","","EPIC Sustainability Services Private Limited","Asia","India","Rajasthan & Maharashtra","05 Dec 2014","05 Dec 2014","04 Dec 2024","1","20 Jan 2017","Registered"
"Verified Carbon Standard","1838","Renewable Energy Wind Power Project in Karnataka","Vish Wind Infrastructure LLP (PP)","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version NA)","12294","","Earthood Services Limited","Asia","India","Karnataka","30 Sep 2010","01 Jul 2017","30 Jun 2027","1","","Registration requested"
"Verified Carbon Standard","1096","Renewable Energy Wind Power Project in Rajasthan","Vish Wind Infrastructure LLP (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","42747","","TÜV NORD CERT GmbH","Asia","India","Jaisalmer and Jodhpur districts, Rajasthan State","23 Sep 2010","15 Jan 2012","14 Jan 2022","1","29 Jun 2013","Late to Verify"
"Verified Carbon Standard","1787","Renewable Power Project by Animala Wind Power Private Limited","ANIMALA WIND POWER PRIVATE LIMITED (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 18.1)","163843","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","India","Andhra Pradesh","30 Mar 2017","30 Mar 2017","29 Mar 2027","1","21 May 2019","Registered"
"Verified Carbon Standard","1790","Renewable Power Project by Axis Wind Farms (MPR Dam) Private Limited","AXIS WIND FARMS (MPR DAM) PRIVATE LIMITED (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 18.1)","195052","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","India","Andhra Pradesh","30 Mar 2017","30 Mar 2017","29 Mar 2027","1","14 Aug 2018","Registered"
"Verified Carbon Standard","1793","Renewable Power Project by Devarahipparigi Wind Power Private Limited","DEVARAHIPPARIGI WIND POWER PRIVATE LIMITED (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 18.1)","195052","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","India","Karnataka","25 Mar 2017","25 Mar 2017","24 Mar 2027","1","10 Dec 2018","Registered"
"Verified Carbon Standard","1788","Renewable Power Project by Saipuram Wind Energies Private Limited","SAIPURAM WIND ENERGIES PRIVATE LIMITED (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 18.1)","266287","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","India","Andhra Pradesh","31 Mar 2017","31 Mar 2017","30 Mar 2027","1","14 Aug 2018","Registered"
"Verified Carbon Standard","1789","Renewable Power Project by SEI Kathiravan Power Private Limited","SEI KATHIRAVAN POWER PRIVATE LIMITED (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 18.1)","77356","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","India","Tamil Nadu","09 Mar 2017","09 Mar 2017","08 Mar 2027","1","19 Aug 2019","Registered"
"Verified Carbon Standard","2015","Renewable Solar Photovoltaic Project by ACME Group","ACME Cleantech Solutions Private Limited","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","3906661","","LGAI Technological Center, S.A. (Applus+ Certification)","","India","Madhya Pradesh, Rajasthan and Karnataka","21 Aug 2018","","","","","Withdrawn"
"Verified Carbon Standard","2043","Renewable Solar Power Project by Adani","Adani Green Energy Limited (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 19)","437825","","TÜV SÜD South Asia Private Limited","Asia","India","Rajasthan","02 Aug 2019","02 Aug 2019","01 Aug 2029","1","30 Jul 2020","Registered"
"Verified Carbon Standard","1815","Renewable Solar Power Project by Adani Green Energy Limited","Adani Green Energy Limited (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 19)","1553021","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","India","Multiple State","28 Sep 2017","28 Sep 2017","27 Sep 2027","1","17 Oct 2019","Registered"
"Verified Carbon Standard","1942","Renewable Solar Power Project by Hero Future Energies","Hero Future Energies Private Limited (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 19)","601957","","LGAI Technological Center, S.A. (Applus+ Certification)","","India","Karnataka & Telangana","26 Sep 2017","","","","","Withdrawn"
"Verified Carbon Standard","2059","Renewable Solar Power Project by Mahindra Renewables Private Limited","Mahindra Renewables Private Limited.","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","389911","","Earthood Services Limited","Asia","India","Madhya Pradesh","06 Jul 2018","06 Jul 2018","05 Jul 2028","1","12 May 2022","Registered"
"Verified Carbon Standard","1851","Renewable Solar Power Project by ReNew Solar Power Private Limited","ReNew Solar Power Private Limited","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 19)","1767281","","Earthood Services Limited","Asia","India","Multiple States","13 Feb 2017","13 Feb 2017","12 Feb 2027","1","12 Feb 2019","Registered"
"Verified Carbon Standard","2023","Renewable Solar Power Project By Rishabh Renergy","Rishabh Renergy Private Limited","","Energy industries (renewable/non-renewable sources)","","AMS-I.D. (Version 18)","23089","","Earthood Services Limited","Asia","India","Karnataka","28 Mar 2018","28 Mar 2018","27 Mar 2028","1","12 Jul 2021","Registered"
"Verified Carbon Standard","1976","Renewable Solar Power Project by Shapoorji Pallonji","Multiple Project Proponents","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","432770","","Earthood Services Limited","Asia","India","Multiple Sites","30 Mar 2018","08 Apr 2018","07 Apr 2028","1","23 Aug 2020","Registered"
"Verified Carbon Standard","2057","Renewable Solar Power Project By SolarArise India Projects Pvt. Ltd.","SolarArise India Projects Pvt. Ltd. (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 19)","44541","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","India","Uttar Pradesh","05 Jan 2021","05 Jan 2021","04 Jan 2031","1","27 Jul 2021","Verification approval requested"
"Verified Carbon Standard","2064","Renewable Solar Power Project by Torrent Power","Torrent Power Limited (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 19)","92075","","","Asia","India","Gujarat","31 Aug 2019","31 Aug 2019","30 Aug 2029","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","1430","Renewable Solar Project, India","Kanaka Management Services Pvt. Ltd","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version NA)","62763","","EPIC Sustainability Services Private Limited","Asia","India","","25 Apr 2013","25 Apr 2013","24 Apr 2023","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","4910","Renewable Solar PV power project in Indian states by Shree Cement Limited","Shree Cement Limited","","Energy industries (renewable/non-renewable sources)","","AMS-I.F. (Version NA)","33929","","RINA Services S.p.A","Asia","India","Haryana and Rajasthan","18 Aug 2022","18 Aug 2022","17 Aug 2029","1","","Pipeline listing requested (under validation)"
"Verified Carbon Standard","2042","Renewable Wind Power Project by Adani","Adani Green Energy Limited (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 19)","172333","","Earthood Services Limited","Asia","India","Gujarat","29 Jun 2019","29 Jun 2019","28 Jun 2029","1","24 Mar 2021","Registered"
"Verified Carbon Standard","2052","Renewable Wind Power Project by Axis Wind Farms (Rayalaseema) Pvt. Ltd","Axis Wind Farms (Rayalaseema) Pvt. Ltd","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 19)","202492","","Earthood Services Limited","Asia","India","Andhra Pradesh","02 Mar 2018","02 Mar 2018","01 Mar 2028","1","20 Aug 2020","Registered"
"Verified Carbon Standard","1946","Renewable Wind Power Project by Hero Future Energies","Hero Future Energies Private Limited (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 19)","50140","","LGAI Technological Center, S.A. (Applus+ Certification)","Asia","India","Andhra Pradesh","29 Dec 2017","29 Dec 2017","28 Dec 2027","1","09 Sep 2019","Verification approval requested"
"Verified Carbon Standard","2044","Renewable Wind Power Project by Torrent Power","Torrent Power Limited (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 19)","1709859","","","Asia","India","Multiple States/Province","20 Jan 2018","20 Jan 2018","19 Jan 2028","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","5741","RENOVATERRA COMPOSTING PROJECT: CIRCULAR ECONOMY AND URBAN REGENERATION IN THE SOUTHERN AGRESTE OF PERNAMBUCO","RENOVA TERRA COMPOSTAGEM LTDA (PP)","","Agriculture Forestry and Other Land Use, Carbon capture and storage, Energy demand, Waste handling and disposal","REDD","VM0006 (Version NA), VM0042 (Version NA)","16000","","VCS Validation/Verification Body","Latin America","Brazil","PERNAMBUCO","07 Apr 2025","07 Apr 2025","06 Apr 2035","1","","Pipeline listing requested (under development)"
