,Project ID,Project Name,Country,Other Countries Involved,Methodology,Project Size,Investment Analysis Option,Barrier Analysis,Emission Factor Data Vintage,Emission Factor Weights,Validator,Estimated Emission Reductions,Actual Emission Reductions
0,IGES06570,Gansu Zhuoni Niuzi 30MW Hydropower Project,China,"Netherlands, Kingdom of the",ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,DNV-CUK,1605721.5616438356,696212.0
11102,IGES01574,Anhui Shucheng Biomass Power Generation Project,China,"Netherlands, Kingdom of the",ACM0006;,LARGE,None,None,N.A.,N.A.,BVQI,1019445.0,0.0
11103,IGES01570,Anhui Hanshan Biomass Power Generation Project,China,"Netherlands, Kingdom of the",ACM0006;,LARGE,None,None,N.A.,N.A.,BVQI,1034243.0,0.0
11104,IGES03572,"Nam Hong Power Wastewater Treatment Project in Krabi Province, Thailand (the “Project”)",Thailand,Japan,AMS-ID; AMS-IIIH;,SMALL,None,None,N.A.,N.A.,JQA,224941.61095890412,0.0
11105,IGES02319,Energy Efficiency Buildings at Maytas Hill County,India,No Additional Countries,AMS-IIE;,SMALL,None,None,N.A.,N.A.,RWTUV,192962.85205479452,0.0
11106,IGES02489,Fuel Switch Project for Process Steam Generation Using Renewable Biomass Residue of Pancentury,Philippines,No Additional Countries,AMS-IC;,SMALL,None,None,N.A.,N.A.,SGS,521862.9369863014,0.0
11107,IGES02470,Fuel switch from fossil fuel to biomass residues project at IMCOPA – Araucária,Brazil,No Additional Countries,AM0036;,LARGE,None,None,N.A.,N.A.,RWTUV,255459.94520547945,0.0
11108,IGES02456,Fuel oil to renewable biomass switching at IMCOPA - Cambé,Brazil,No Additional Countries,AMS-IC;,SMALL,None,None,N.A.,N.A.,RWTUV,256867.49589041097,0.0
11109,IGES04410,"Tianjin Iron & Steel Co., Ltd. Low Temperature and Low Pressure Steam Generation Project",China,Luxembourg,AMS-IIIQ;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,442361.1616438356,0.0
11110,IGES00070,Fujian Dongshan Damaoshan Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,None,None,N.A.,N.A.,CQC,769321.0,0.0
11111,IGES04072,Shaanxi Hancheng Waste Gas Recovery for Electricity Generation Project,China,Germany,AMS-IIIQ;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,375632.88493150694,0.0
11112,IGES02491,"Fuel switch project from Furnace Oil to Woody Biomass at Nitta Gelatin India Limited, Kochi, India",India,No Additional Countries,AMS-IC;,SMALL,None,None,N.A.,N.A.,BVQI,562534.0767123288,0.0
11113,IGES04844,Zhejiang MSW Incineration for Energy Generation Project in Cixi City,China,No Additional Countries,AM0025;,LARGE,None,None,N.A.,N.A.,TUEV-RHEIN,1803033.8465753424,0.0
11114,IGES01747,Biogas and Bagasse based Co-generation project activity in Aurangabad.,India,No Additional Countries,AMS-IC;,SMALL,None,None,N.A.,N.A.,SGS,406391.3095890411,0.0
11115,IGES03520,Mini hydroelectric project. Escalona Energy,Mexico,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,180446.0,0.0
11116,IGES04402,Thermal Power Plant Ponta Negra CDM Project Activity,Brazil,No Additional Countries,ACM0013;,LARGE,None,None,N.A.,N.A.,BVQI,887182.997260274,0.0
11117,IGES01883,Buluan 6MW Biomass CoGeneration Power Plant and Wastewater Treatment Project,Philippines,Japan,AMS-IC; AMS-IIIE; AMS-IIIH;,SMALL,None,None,N.A.,N.A.,TUEV-RHEIN,328370.0,0.0
11118,IGES01722,Beijing Economic-Technological Development Area Natural Gas Based Power Generation Project,China,United Kingdom of Great Britain and Northern Ireland,AM0029;,LARGE,None,None,N.A.,N.A.,TUEV-RHEIN,1196880.2630136986,0.0
11119,IGES01608,Avoidance of methane production through composting – Anoma Agro Based Products (Pvt.) Ltd,Sri Lanka,No Additional Countries,AMS-IIIF;,SMALL,None,None,N.A.,N.A.,SGS,283491.9123287671,0.0
11120,IGES03901,"Reduction in steam consumption at kraft pulping process by ITC PSPD, Bhadrachalam",India,No Additional Countries,AM0018;,LARGE,None,None,N.A.,N.A.,DNV,479001.19726027397,0.0
11121,IGES03898,Reduction in GHG emissions by substitution of grid electricity with additional electricity generated from biomass - SRB,India,No Additional Countries,ACM0006;,LARGE,None,None,N.A.,N.A.,DNV,472669.4630136986,0.0
11122,IGES03897,Reduction in furnace oil consumption at lime kiln through improved processing of lime mud - Limekiln,India,No Additional Countries,AMS-IID;,SMALL,None,None,N.A.,N.A.,DNV,40150.99726027397,0.0
11123,IGES02480,Fuel Switch in power generation at M/s. Gokulanand Texturizers Private Limited,India,No Additional Countries,AMS-IIIB;,SMALL,None,None,N.A.,N.A.,RWTUV,356247.5753424658,0.0
11124,IGES03087,Installation of Top Gas Recovery Turbines (TRT) at Blast Furnaces of SAIL,India,No Additional Countries,ACM0012;,LARGE,None,None,N.A.,N.A.,RWTUV,2665957.0000000005,0.0
11125,IGES01764,Biomass based cogeneration at a solvent extraction plant in Uttar Pradesh,India,No Additional Countries,AMS-IC;,SMALL,None,None,N.A.,N.A.,SGS,55785.27945205479,0.0
11126,IGES04250,Small Hydro Power Plants of Engano River,Brazil,No Additional Countries,ACM0002;,LARGE,None,None,N.A.,N.A.,SGS,264162.3534246575,0.0
11127,IGES04230,Sichuan Songpan County Longantang Small Hydropower Project,China,Germany,AMS-ID;,SMALL,None,None,N.A.,N.A.,RWTUV,252168.65753424657,0.0
11128,IGES03785,Prathyusha Biomass Project,India,France,AMS-ID;,SMALL,None,None,N.A.,N.A.,SGS,350816.2520547945,0.0
11129,IGES02868,Hengyuan Circulating Water Heating Project,China,Germany,ACM0012;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,382634.80273972603,0.0
11130,IGES00071,Fujian Dongshan Damaoshan Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,None,None,N.A.,N.A.,CQC,769321.0,0.0
11131,IGES02403,"Erpu 10MW small scale hydropower project of Yuexi County in Sichuan Province, China.",China,"Netherlands, Kingdom of the",AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-RHEIN,358162.0,0.0
11132,IGES02169,Dae Gi Wind Park Project,"Korea, Republic of",No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,KFQ,44072.07123287671,0.0
11133,IGES02080,Clean Energy to Grid,India,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,SGS,113241.01643835616,0.0
11134,IGES04141,Shidiaolou 15MW Hydropower Project,China,Japan,AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-RHEIN,425514.47671232873,0.0
11135,IGES04083,"Shandong Conglin Group Co., Ltd. Waste Heat Recovery and Utilization for Power Generation Project (6MW)",China,Japan,ACM0012;,LARGE,None,None,N.A.,N.A.,JQA,401589.9945205479,0.0
11136,IGES03366,"Longkou Fanlin Cement Co., Ltd. Waste Heat Recovery and Utilization for Power Generation Project (3MW)",China,Japan,AMS-IIIQ;,SMALL,None,None,N.A.,N.A.,JQA,219610.15068493152,0.0
11137,IGES04809,Yunnan Yongren Wanma River Hongshiyan Hydropower Station,China,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,None,None,N.A.,N.A.,RWTUV,204683.0794520548,0.0
11138,IGES04569,Waste Heat Recovery Based Power Generation Project at Adhunik Alloys and Power Ltd,India,No Additional Countries,ACM0012;,LARGE,None,None,N.A.,N.A.,SGS,1121217.098630137,0.0
11139,IGES04285,Songlinhe Cascade-1 45MW Hydropower Project,China,Japan,ACM0002;,LARGE,None,None,N.A.,N.A.,DNV,1407221.556164384,0.0
11140,IGES01527,Alto Alegre Energy Efficiency Project,Brazil,No Additional Countries,ACM0006;,LARGE,None,None,N.A.,N.A.,RWTUV,72856.50410958903,0.0
11141,IGES03526,MMIPL CDM WHRB Project,India,No Additional Countries,ACM0012;,LARGE,None,None,N.A.,N.A.,BVQI,701532.1479452054,0.0
11142,IGES01777,"Biomass based cogeneration unit at the Pioneer Distilleries Limited, Nanded, Maharashtra, India",India,No Additional Countries,AMS-IC;,SMALL,None,None,N.A.,N.A.,BVQI,373512.3041095891,0.0
11143,IGES04775,Yunnan Luoping Seyi Hydropower Station,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,None,None,N.A.,N.A.,RWTUV,502026.41095890413,0.0
11144,IGES04594,Waste heat recovery projects at Pune and Nagpur in Maharashtra,India,No Additional Countries,ACM0012;,LARGE,None,None,N.A.,N.A.,RWTUV,166995.7397260274,0.0
11145,IGES04302,STCP Paranacity,Brazil,No Additional Countries,ACM0006;,LARGE,None,None,N.A.,N.A.,BVQI,144914.69589041095,0.0
11146,IGES00072,"9.75 MW Bundled wind power project in Kerala, India",India,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,BVQI,148899.25479452056,0.0
11147,IGES02660,"Grid connected bundled wind based renewable energy project in Maharashtra, India",India,No Additional Countries,ACM0002;,LARGE,None,None,N.A.,N.A.,DNV,690849.2219178084,0.0
11148,IGES01444,7.5 MW Rice-husk based Power generation of M/s Neeraj Power Pvt. Ltd,India,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,SGS,291222.9369863014,0.0
11149,IGES04336,Sustainable Wind Energy Based Power Generation,India,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,SGS,152391.7397260274,0.0
11150,IGES04370,"Teesta Stage  III, Run　of　The　River, Hydro Electric Project (Teesta Stage  III, RoR, HEP)",India,No Additional Countries,ACM0002;,LARGE,None,None,N.A.,N.A.,DNV,43336580.0,0.0
11151,IGES02481,Fuel switch in PPGC grid connected power plant,India,No Additional Countries,ACM0011;,LARGE,None,None,N.A.,N.A.,RWTUV,1843775.005479452,0.0
11152,IGES01834,BKR Biomass 4 MWe Condensing Steam Turbine Project,Indonesia,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,169006.29041095896,0.0
11153,IGES04323,Sunan bundled small hydropower project in Gansu Province,China,Sweden,AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,199872.19726027403,0.0
11154,IGES00075,Qinyu small Hydropower Project in Gansu Province,China,"Netherlands, Kingdom of the",AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,188051.57260273967,0.0
11155,IGES00074,Gongba River Small Hydropower Project in Gansu Province,China,"Netherlands, Kingdom of the",AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,391922.3342465753,0.0
11156,IGES04109,Shanghai Coking and Chemical Corporation Cokes Dry Quenching Waste Heat Recovery Power Generation Project,China,Switzerland,ACM0012;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,360515.04657534254,0.0
11157,IGES02719,Guangxi Laibin Dishui River Hydro Power Stations,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,657431.2109589041,0.0
11158,IGES02635,"Gomti Biotech Plant in Uttarakhand, India",India,United Kingdom of Great Britain and Northern Ireland,AM0047;,LARGE,None,None,N.A.,N.A.,LRQA,212554.15890410956,0.0
11159,IGES01535,Amberd Cascade Small Scale Hydroelectric CDM project,Armenia,Germany,AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,120112.89863013699,0.0
11160,IGES03411,Malaysia - Kota Kinabalu Composting Project,Malaysia,Luxembourg,AM0025;,LARGE,None,None,N.A.,N.A.,TUEV-RHEIN,737582.0219178082,0.0
11161,IGES04210,Sichuan Mabian County Yukong Hydropower Station,China,Switzerland,AMS-ID;,SMALL,None,None,N.A.,N.A.,RWTUV,262385.6547945206,0.0
11162,IGES04209,Sichuan Mabian County Yanfeng Hydropower Station Project,China,Switzerland,ACM0002;,LARGE,None,None,N.A.,N.A.,RWTUV,1223770.783561644,0.0
11163,IGES02955,Hunan Juntai Biomass Power Plant Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0006;,LARGE,None,None,N.A.,N.A.,RWTUV,2416323.3534246576,0.0
11164,IGES02721,Guangxi Long’an Jinjitan Hydro Power Project,China,Switzerland,ACM0002;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,1564124.9424657535,0.0
11165,IGES02104,Coke Dry Quenching (CDQ) Technology Reconstructing Project of Shaogang Coking Plant 6m Coke Ovens,China,Switzerland,ACM0012;,LARGE,None,None,N.A.,N.A.,RWTUV,937936.898630137,0.0
11166,IGES02103,Coke Dry Quenching (CDQ) Technology Reconstructing Project of Shaogang Coking Plant 4.3m Coke Ovens,China,Switzerland,ACM0012;,LARGE,None,None,N.A.,N.A.,RWTUV,765289.6109589041,0.0
11167,IGES03755,Pingdingshan Ruiping Shilong Cement Waste Heat Recovery for Power Generation,China,United Kingdom of Great Britain and Northern Ireland,ACM0012;,LARGE,None,None,N.A.,N.A.,RWTUV,1225595.6876712327,0.0
11168,IGES03430,Mariwasa Siam Ceramics Biomass Gasifier Fuel Switch Project,Philippines,No Additional Countries,AMS-IC;,SMALL,None,None,N.A.,N.A.,SGS,327359.6630136986,0.0
11169,IGES02580,Gargaú Wind Power Plant CDM Project Activity,Brazil,No Additional Countries,ACM0002;,LARGE,None,None,N.A.,N.A.,RWTUV,114865.9397260274,0.0
11170,IGES01194,"18MW Power Generation Project Based on Waste Heat Recovery of the Clean Type Coke Ovens in Taigu, Shanxi, P.R.China",China,Japan,ACM0012;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,970625.8520547944,0.0
11171,IGES02764,"Gushi County Yangshan Mingyuan Co., Ltd. Biomass Cogeneration Project",China,United Kingdom of Great Britain and Northern Ireland,ACM0006;,LARGE,None,None,N.A.,N.A.,RWTUV,542719.3315068493,0.0
11172,IGES02094,COG Utilization Project in Baofeng Fire-resistantMaterial Production Line (Phase I),China,United Kingdom of Great Britain and Northern Ireland,ACM0012;,LARGE,None,None,N.A.,N.A.,RWTUV,985039.8,0.0
11173,IGES03370,Longzhou 2nd Hydro Power Project,China,Sweden,AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,257266.65205479454,0.0
11174,IGES02648,Greenhouse Gas Emission in the Fish Meal Industry in Morocco - Central Steam Production Plant,Morocco,Austria,AMS-IC;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,33746.20273972603,0.0
11175,IGES01423,6.95 MW Bundled Wind Power Project in Gujarat,India,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,SGS,120813.09041095893,0.0
11176,IGES01122,"10 MW Manjanadka Hydro project, Karnataka, India",India,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,RWTUV,307104.1150684932,0.0
11177,IGES01837,Boa Vista Bagasse Cogeneration Project (BVBCP),Brazil,No Additional Countries,ACM0006;,LARGE,None,None,N.A.,N.A.,RWTUV,367104.62465753424,0.0
11178,IGES01393,"6 MW Dadupur Hydro Power Project in Haryana, India",India,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,RWTUV,232143.58356164384,0.0
11179,IGES04256,Small hydropower projects at Belihul Oya and Assupiniella,Sri Lanka,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,DNV,134529.6328767123,0.0
11180,IGES04146,Shimian Dagoutou Hydropower Project,China,Japan,AMS-ID;,SMALL,None,None,N.A.,N.A.,JCI,99214.81643835617,0.0
11181,IGES04029,Santo Inácio biomass residue cogeneration project,Brazil,No Additional Countries,ACM0006;,LARGE,None,None,N.A.,N.A.,RWTUV,241300.4054794521,0.0
11182,IGES03183,Jiulong Wanbao Hydropower Project,China,Japan,AMS-ID;,SMALL,None,None,N.A.,N.A.,JCI,188870.8931506849,0.0
11183,IGES02014,CERVEPAR - Biomass based project - Paraguay,Paraguay,United Kingdom of Great Britain and Northern Ireland,AMS-IC;,SMALL,None,None,N.A.,N.A.,SGS,120433.11780821915,0.0
11184,IGES04006,"San Andrés 30 MW Hydropower Project, San Andrés River, Chile",Chile,No Additional Countries,AM0026;,LARGE,None,None,N.A.,N.A.,DNV,376992.0,0.0
11185,IGES03125,"Jiangsu Nantong Sungreen Co., Ltd 2×15MW Biomass Power Generation Project",China,Czechia,ACM0006;,LARGE,None,None,N.A.,N.A.,TUEV-RHEIN,1015845.4356164389,0.0
11186,IGES02275,"El Paso 30 MW Hydropower Project, Las Damas River, Chile",Chile,No Additional Countries,AM0026;,LARGE,None,None,N.A.,N.A.,DNV,454104.0,0.0
11187,IGES01599,AVG Waste Gas Electricity Generation Project,Brazil,No Additional Countries,AMS-IIIQ;,SMALL,None,None,N.A.,N.A.,BVQI,37317.6,0.0
11188,IGES02165,Da Ilha and Jararaca Small Hydropower Plants Project Activity,Brazil,No Additional Countries,ACM0002;,LARGE,None,None,N.A.,N.A.,RWTUV,439204.83287671226,0.0
11189,IGES03989,"SABCO power project, Chumporn",Thailand,United Kingdom of Great Britain and Northern Ireland,AMS-ID;,SMALL,None,None,N.A.,N.A.,SGS,215537.32602739724,0.0
11190,IGES03068,"Installation of a Natural gas based cokeless cupola furnace at a metal foundry in Ankleshwar, Gujarat, India",India,No Additional Countries,AMS-IIIB;,SMALL,None,None,N.A.,N.A.,SGS,59906.40821917808,0.0
11191,IGES02731,"Guangxi Yongfu Longxi Hydroelectric Power Project in Yongfu County, Guangxi",China,Spain,ACM0002;,LARGE,None,None,N.A.,N.A.,DNV,226391.57260273967,0.0
11192,IGES02730,Guangxi Yongfu Liyutan Hydropower Project,China,Spain,ACM0002;,LARGE,None,None,N.A.,N.A.,DNV,255144.82191780827,0.0
11193,IGES02209,Datankou Hydro Electric Project,China,Sweden,AMS-ID;,SMALL,None,None,N.A.,N.A.,DNV,358281.1726027397,0.0
11194,IGES01849,"Boiler Fuel Switching to Biomass at Kamphaeng Phet Factory, Ajinomoto Thailand",Thailand,Japan,AMS-IC;,SMALL,None,None,N.A.,N.A.,DNV,1515435.0739726028,0.0
11195,IGES00076,Shanxi Herui Coal Mine Methane Power Generation Project,China,No Additional Countries,ACM0008;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,8540905.512328768,0.0
11196,IGES04514,"VEYU tapioca starch wastewater biogas extraction and utilization project, Gia Lai Province, Socialist Republic of Viet Nam",Viet Nam,Japan,AMS-IIIH;,SMALL,None,None,N.A.,N.A.,DNV,215635.36438356165,0.0
11197,IGES04438,Trimula Waste Heat Recovery - CDM Project,India,No Additional Countries,AMS-IIIQ;,SMALL,None,None,N.A.,N.A.,SGS,484262.63835616433,0.0
11198,IGES04324,Sunflag-Waste Gas Recovery Based Thermal Energy,India,No Additional Countries,AMS-IIIQ;,SMALL,None,None,N.A.,N.A.,SGS,176658.38630136987,0.0
11199,IGES03880,Recovery and Utilization of biogas from wastewater treatment in Luohe,China,No Additional Countries,AMS-IC; AMS-IIIH;,SMALL,None,None,N.A.,N.A.,DNV,728349.493150685,0.0
11200,IGES03800,Project JBS S/A Slaughterhouse Wastewater Aerobic Treatment  Campo Grande Unit,Brazil,No Additional Countries,AMS-IIII;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,302672.4164383562,0.0
11201,IGES03799,Project JBS S/A  Slaughterhouse Wastewater Aerobic Treatment  Goiania Unit,Brazil,No Additional Countries,AMS-IIII;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,169130.1698630137,0.0
11202,IGES02982,"ID08-WWP-15, Methane Recovery in Wastewater Treatment, North Sumatera, Indonesia",Indonesia,"Netherlands, Kingdom of the",AMS-IIIH;,SMALL,None,None,N.A.,N.A.,DNV,95958.54246575343,0.0
11203,IGES02473,Fuel Switch from Fossil Fuels to Biomass for steam generation at Nipur Chemicals Ltd.,India,No Additional Countries,AMS-IC;,SMALL,None,None,N.A.,N.A.,SGS,139268.1452054794,0.0
11204,IGES02375,"Energy efficiency projects at Jubilant Organosys Limited, Gajraula, India",India,No Additional Countries,AMS-IIC; AMS-IIIQ;,SMALL,None,None,N.A.,N.A.,SGS,201475.18356164382,0.0
11205,IGES02343,"Energy efficiency improvements carried out by a Gas Processing Company in Tabasco, Chiapas and Veracruz, Mexico to rehabilitate old industrial boilers",Mexico,United Kingdom of Great Britain and Northern Ireland,AM0044;,LARGE,None,None,N.A.,N.A.,RWTUV,586900.7506849315,0.0
11206,IGES01466,"8.3 MW Wind Electricity Generation Project by Parakh Agro Industries Limited in Dhule, Maharashtra",India,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,SGS,130905.85479452055,0.0
11207,IGES00078,Mini hydro power plant El Manzano,Chile,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,SGS,100370.26849315068,0.0
11208,IGES04341,Switching of fossil fuel from coal to natural gas and energy efficiency improvement,India,No Additional Countries,AMS-IID; AMS-IIIB;,SMALL,None,None,N.A.,N.A.,SGS,133756.63561643835,0.0
11209,IGES04013,Sangpetch Tapioca Flour Wastewater Treatment and Energy Generation Project in Thailand,Thailand,Japan,AMS-IC; AMS-ID; AMS-IIIH;,SMALL,None,None,N.A.,N.A.,SGS,557332.6520547945,0.0
11210,IGES02983,"ID08-WWP-16, Methane Recovery in Wastewater Treatment, Bangka Belitung, Indonesia",Indonesia,"Netherlands, Kingdom of the",AMS-IIIH;,SMALL,None,None,N.A.,N.A.,TUEV-RHEIN,337924.2082191781,0.0
11211,IGES02025,Chaiyaphum Starch Plant Wastewater Treatment and Energy Generation Project in Thailand,Thailand,Japan,AMS-IC; AMS-ID; AMS-IIIH;,SMALL,None,None,N.A.,N.A.,SGS,571926.6493150685,0.0
11212,IGES03509,"Methane Recovery Project of Chifeng Ruiyang Chemical Co., Ltd.",China,Japan,AMS-IC; AMS-IIIH;,SMALL,None,None,N.A.,N.A.,JCI,395628.3616438356,0.0
11213,IGES03981,RSSC (Royal Swaziland Sugar Corporation) Fuel Switching Project,Eswatini,No Additional Countries,AM0036;,LARGE,None,None,N.A.,N.A.,SGS,450633.3041095891,0.0
11214,IGES03156,Jilin Lishu Biomass Cogeneration Project,China,Multiple Additional Countries,ACM0006;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,2545621.939726027,0.0
11215,IGES03095,INTERASEO LANDFILL GAS MITIGATION PROJECT,Colombia,No Additional Countries,ACM0001;,LARGE,None,None,N.A.,N.A.,DNV,2554179.2876712335,0.0
11216,IGES02625,GHG emission reduction through utilization of waste sludge at Emami Paper Mills Limited,India,No Additional Countries,AM0025;,LARGE,None,None,N.A.,N.A.,DNV,149180.8602739726,0.0
11217,IGES02356,"Energy Efficiency Measures at Commerzone Industrial Park, Pune",India,No Additional Countries,AMS-IIE;,SMALL,None,None,N.A.,N.A.,SGS,129475.46301369862,0.0
11218,IGES02334,Energy efficiency improvement in the FCC process through Installation of Power Recovery Turbine,India,No Additional Countries,AMS-IIIQ;,SMALL,None,None,N.A.,N.A.,DNV,149280.88767123286,0.0
11219,IGES03844,Qingyageng 6 MW Hydropower Project in Qinghai Province,China,Switzerland,AMS-ID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,152628.0,0.0
11220,IGES03383,Lu’an MTM Mine Methane Power Generation Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0008;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,13220451.049315069,0.0
11221,IGES02109,"Coke Dry Quenching (CDQ) Waste Heat Recovery for Power Generation Project of Wugang No. 1, 2, 3 and 4 Coke Ovens",China,Italy,ACM0012;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,3817195.520547945,0.0
11222,IGES02077,Clean Energy Generation at KRPL,India,No Additional Countries,ACM0006;,LARGE,None,None,N.A.,N.A.,SGS,1514545.5452054797,0.0
11223,IGES04848,Zhiqiang Iron & Steel Blast Furnace Gas Utilization for Power Generation Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0012;,LARGE,None,None,N.A.,N.A.,RWTUV,531437.9178082192,0.0
11224,IGES03558,N.E. Biotech wastewater treatment and power production project,Thailand,Multiple Additional Countries,AMS-IC; AMS-ID; AMS-IIIH;,SMALL,None,None,N.A.,N.A.,RWTUV,218296.40547945202,0.0
11225,IGES03471,Methane recovery and electricity generation from starch wastewater,India,No Additional Countries,AMS-ID; AMS-IIIH;,SMALL,None,None,N.A.,N.A.,DNV,305347.46301369864,0.0
11226,IGES03165,Jincheng Iron Pattern Casting Blast Furnace Gas Utilization for Power Generation Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0012;,LARGE,None,None,N.A.,N.A.,RWTUV,268807.1671232877,0.0
11227,IGES03820,Pucara Hydropower Plant (HPP),Peru,Multiple Additional Countries,ACM0002;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,4874957.2602739725,0.0
11228,IGES02280,Elcatex Biomass to Energy Project,Honduras,United Kingdom of Great Britain and Northern Ireland,AMS-IC; AMS-IIIE;,SMALL,None,None,N.A.,N.A.,DNV,324892.1095890411,0.0
11229,IGES01785,"Biomass based power project by Sahyadri Starch Industries Private Limited in Sangli, Maharashtra",India,No Additional Countries,AMS-IC;,SMALL,None,None,N.A.,N.A.,LRQA,147590.42465753425,0.0
11230,IGES01078,"1.05 MW Biomass / Bagasse Based Co-Generation Power Plant in Maharashtra, India",India,No Additional Countries,AMS-IC;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,64457.654794520546,0.0
11231,IGES03495,"Methane recovery and utilization through organic wastewater treatment for Perak Motor Palm Oil Mill, Malaysia",Malaysia,Japan,AMS-IIIH;,SMALL,None,None,N.A.,N.A.,TUEV-RHEIN,227802.39452054794,0.0
11232,IGES03512,Methane Recovery Project of Yuanshi Liyuan Protein Processing Plant,China,Japan,AMS-IC; AMS-IIIH;,SMALL,None,None,N.A.,N.A.,JCI,683187.1232876712,0.0
11233,IGES01676,BAESA CDM Project,Brazil,No Additional Countries,ACM0002;,LARGE,None,None,N.A.,N.A.,BVQI,2165219.1123287673,0.0
11234,IGES04102,Shandong Yantai Longkou 49.5MW Wind Farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,None,None,N.A.,N.A.,TUEV-SUED,731296.1095890411,0.0
11235,IGES03610,"Natural Gas based grid connected power project at Peddapuram, A.P. by Gautami Power Limited",India,United Kingdom of Great Britain and Northern Ireland,AM0029;,LARGE,None,None,N.A.,N.A.,RWTUV,9244001.909589041,0.0
11236,IGES04617,"Wind based bundled renewable energy project, Tamilnadu, India",India,No Additional Countries,ACM0002;,LARGE,None,None,N.A.,N.A.,DNV,470638.9068493151,0.0
11237,IGES04296,Sri Gomathy Mills – 1.4 MW Biomass Gasification based Power Generation and Waste Heat Recovery System for Captive Utilization,India,No Additional Countries,AMS-ID; AMS-IID;,SMALL,None,None,N.A.,N.A.,RWTUV,88014.10684931508,0.0
11238,IGES02997,"Implementation of energy conservation measure at Mannur, Kanchipuram district, Tamilnadu, India",India,No Additional Countries,AMS-IID;,SMALL,None,None,N.A.,N.A.,SGS,14794.05205479452,0.0
11239,IGES02783,Hassan Biogas Project,India,United Kingdom of Great Britain and Northern Ireland,AMS-IC; AMS-IE; AMS-IIIR;,SMALL,None,None,N.A.,N.A.,SGS,547369.9232876712,0.0
11240,IGES01227,2.5 MW Suman Sarwari Hydro Electric Project Suman Sarwari HEP,India,No Additional Countries,AMS-ID;,SMALL,None,None,N.A.,N.A.,DNV,139588.23287671234,0.0
11241,IGES01058,“Ecoinvest – Agroceres PIC – GHG capture and combustion from a swine farm in Southeast Brazil.”,Brazil,No Additional Countries,AMS-IIID;,SMALL,None,None,N.A.,N.A.,TUEV-SUED,40090.68493150685,0.0
11242,IGES03837,Qidong Shunxiang Coal Mine Methane Utilisation Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0008;,LARGE,None,None,N.A.,N.A.,DNV,404163.12328767125,0.0
